Post_ID,Posts,Date,Comments,Sentiment,Cleaned_Comment
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,"This is an important step towards making education a priority for every political party, ensuring stability. 🎯",pos,this is an important step towards making education a priority for every political party ensuring stability bullseye
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,"With a clear legal framework, our education system can finally evolve and meet the demands of modern times. 📖",pos,with a clear legal framework our education system can finally evolve and meet the demands of modern times open_book
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,The new Education Bill will help ensure the success of students and teachers alike. 📚,pos,the new education bill will help ensure the success of students and teachers alike books
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,The introduction of an Education Bill will help remove political interference and focus on long-term educational improvements. 🎓,pos,the introduction of an education bill will help remove political interference and focus on longterm educational improvements graduation_cap
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,Having a legal framework will lead to more consistent and efficient educational reforms. 🙌,pos,having a legal framework will lead to more consistent and efficient educational reforms raising_hands
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,It’s great to see that the National Assembly is taking the right steps to improve the education system. 👍,pos,its great to see that the national assembly is taking the right steps to improve the education system thumbs_up
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,A legal framework is essential to reduce uncertainty and build a more effective education system for all. 🏫,pos,a legal framework is essential to reduce uncertainty and build a more effective education system for all school
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-15,"This will help create a consistent, non-political education system that benefits everyone! 🌟",pos,this will help create a consistent nonpolitical education system that benefits everyone glowing_star
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-16,I’m hopeful that the Education Bill will lead to reforms that make education more accessible and high-quality. 🌱,pos,im hopeful that the education bill will lead to reforms that make education more accessible and highquality seedling
232,"The National Assembly today discussed the need to draft and table an Education Bill to improve the quality of education in the country. South Thimphu Member of Parliament Tshewang Rinzin said the absence of such a legal framework allowed political parties to use the education system as political tool during campaigns, leading to inconsistent policies and impacting teachers and students.",2024-08-16,A solid legal framework for education will ensure that all future policies are aligned with the needs of students and teachers. 📝,pos,a solid legal framework for education will ensure that all future policies are aligned with the needs of students and teachers memo
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,Providing healthy meals to students is a great way to ensure they have the energy to learn and thrive. 🥗🍽️,pos,providing healthy meals to students is a great way to ensure they have the energy to learn and thrive green_saladfork_and_knife_with_plate
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,The National School Feeding and Nutrition Programme is making a huge difference in students' lives by promoting good health. 🍎,pos,the national school feeding and nutrition programme is making a huge difference in students lives by promoting good health red_apple
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,It’s wonderful to see that so many students now have access to nutritious meals. A great step for their overall development! 🍲,pos,its wonderful to see that so many students now have access to nutritious meals a great step for their overall development pot_of_food
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,The link between fresh local produce and school meals is brilliant. It’s a win-win for students and farmers! 🌽,pos,the link between fresh local produce and school meals is brilliant its a winwin for students and farmers ear_of_corn
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,"This programme is a huge boost for the well-being of students, ensuring they are well-fed and ready to learn! 🧑‍🎓",pos,this programme is a huge boost for the wellbeing of students ensuring they are wellfed and ready to learn student
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,Improving school meals is such an important step for the health and concentration of students. Keep it up! 🌟,pos,improving school meals is such an important step for the health and concentration of students keep it up glowing_star
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,A nutritious meal is essential for students to perform well academically. This programme is making a big difference! 🍽️,pos,a nutritious meal is essential for students to perform well academically this programme is making a big difference fork_and_knife_with_plate
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,It’s inspiring to see the program benefiting both students and smallholder farmers. A great community-driven initiative! 🌾,pos,its inspiring to see the program benefiting both students and smallholder farmers a great communitydriven initiative sheaf_of_rice
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,"Providing 90,000 students with nutritious meals is a huge achievement. This is how we build a healthy future! 🌍",pos,providing 90000 students with nutritious meals is a huge achievement this is how we build a healthy future globe_showing_europeafrica
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,Healthy meals play a key role in students' development. This programme is doing wonders for their well-being! 🥦,pos,healthy meals play a key role in students development this programme is doing wonders for their wellbeing broccoli
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,I love how this initiative supports both students' health and local farmers! An amazing approach! 🍅,pos,i love how this initiative supports both students health and local farmers an amazing approach tomato
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,The focus on nutrition is fantastic! Well-nourished students will be able to focus and excel academically. 🌱,pos,the focus on nutrition is fantastic wellnourished students will be able to focus and excel academically seedling
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,This programme will help ensure that students stay healthy and energized for school! Great job! 🍎,pos,this programme will help ensure that students stay healthy and energized for school great job red_apple
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,Great to see the government supporting students' health through improved meals! 🥕,pos,great to see the government supporting students health through improved meals carrot
233,"Around 90,000 students in schools across the country have access to improved meals. This, according to the World Food Programme, has been made possible following the successful implementation of the National School Feeding and Nutrition Programme in almost all the districts. The KOICA-supported programme has also enhanced the income of over 7,000 smallholder farmers who were linked with schools to sell their fresh and local produce.",2024-08-16,Ensuring that all students have access to healthy meals is a game-changer for education and health! 🌟,pos,ensuring that all students have access to healthy meals is a gamechanger for education and health glowing_star
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,This conference is a brilliant initiative to emphasize the importance of students' social well-being alongside academic success. 🌱,pos,this conference is a brilliant initiative to emphasize the importance of students social wellbeing alongside academic success seedling
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,It's great to see the focus on the holistic development of students. Social well-being is as important as academic success! 🌟,pos,its great to see the focus on the holistic development of students social wellbeing is as important as academic success glowing_star
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,This conference will have a lasting impact on how we approach education in Bhutan. Well-being and academics go hand-in-hand. 💖,pos,this conference will have a lasting impact on how we approach education in bhutan wellbeing and academics go handinhand sparkling_heart
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,I love that the conference included the perspective of Gross National Happiness. It’s a great way to rethink education! 🌍,pos,i love that the conference included the perspective of gross national happiness its a great way to rethink education globe_showing_europeafrica
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,Focusing on students’ social well-being is key to their overall development. This conference is definitely a step in the right direction. 📚,pos,focusing on students social wellbeing is key to their overall development this conference is definitely a step in the right direction books
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,The theme of the conference is exactly what education needs – a balance between academics and personal well-being! 🌞,pos,the theme of the conference is exactly what education needs  a balance between academics and personal wellbeing sun_with_face
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,A holistic approach to education will prepare students to thrive academically and socially. 🌱,pos,a holistic approach to education will prepare students to thrive academically and socially seedling
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-17,Great to see international and local experts discussing such an important topic for student growth. 👏,pos,great to see international and local experts discussing such an important topic for student growth clapping_hands
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,This conference is an important reminder that education should focus on nurturing students in all aspects of life. 🧠,pos,this conference is an important reminder that education should focus on nurturing students in all aspects of life brain
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,Placing importance on students’ social well-being will create more balanced and well-rounded individuals. 💡,pos,placing importance on students social wellbeing will create more balanced and wellrounded individuals light_bulb
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,This conference is a great step towards reimagining education from a more holistic perspective. 🌼,pos,this conference is a great step towards reimagining education from a more holistic perspective blossom
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,Love the focus on Gross National Happiness in education – a perfect fit for Bhutan’s unique approach to life! 🌸,pos,love the focus on gross national happiness in education  a perfect fit for bhutans unique approach to life cherry_blossom
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,Social well-being is crucial for students to succeed. This conference is opening important conversations. 💬,pos,social wellbeing is crucial for students to succeed this conference is opening important conversations speech_balloon
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,It’s inspiring to see how Bhutan is incorporating social well-being into its education framework. 🌿,pos,its inspiring to see how bhutan is incorporating social wellbeing into its education framework herb
234,A six-day international conference at the Paro College of Education highlighted the need to place equal importance on students’ social well-being as much as their academic success. The symposium titled ‘Reimagining Education from the Gross National Happiness Perspective’ concluded today. Around 250 international and local participants took part in the event.,2024-08-18,A great initiative! Social well-being plays a key role in student success and happiness. 🌱,pos,a great initiative social wellbeing plays a key role in student success and happiness seedling
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,A great way to nurture creativity and talent among students! The National Drama Competition is such a fun and engaging event. 🎭,pos,a great way to nurture creativity and talent among students the national drama competition is such a fun and engaging event performing_arts
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,Reintroducing the National Drama Competition is a brilliant way to showcase students’ dramatic abilities. 🎬,pos,reintroducing the national drama competition is a brilliant way to showcase students dramatic abilities clapper_board
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,The National Drama Competition is a wonderful platform for students to express their creativity and improve their skills. 🌟,pos,the national drama competition is a wonderful platform for students to express their creativity and improve their skills glowing_star
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,A fantastic way to bring out the best in students through drama! Looking forward to seeing the future productions. 🎭,pos,a fantastic way to bring out the best in students through drama looking forward to seeing the future productions performing_arts
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,This competition will give students a chance to explore their dramatic talents and build confidence! 🎤,pos,this competition will give students a chance to explore their dramatic talents and build confidence microphone
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-18,Love that this is now an annual event. It’s going to help students develop their literary and performance skills! 🎉,pos,love that this is now an annual event its going to help students develop their literary and performance skills party_popper
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,A great initiative to bring out the literary and dramatic talent in students. Can't wait to see the performances! 🎭,pos,a great initiative to bring out the literary and dramatic talent in students cant wait to see the performances performing_arts
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,Drama is such an important part of education! This competition will definitely highlight the creative skills of students. 👏,pos,drama is such an important part of education this competition will definitely highlight the creative skills of students clapping_hands
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,Reintroducing the National Drama Competition is a great move to foster creativity and team collaboration among students. 🧑‍🤝‍🧑,pos,reintroducing the national drama competition is a great move to foster creativity and team collaboration among students people_holding_hands
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,What a fun way to celebrate student talent! The National Drama Competition will surely be a highlight every year. 🌟,pos,what a fun way to celebrate student talent the national drama competition will surely be a highlight every year glowing_star
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,Drama fosters imagination and confidence. This competition is an amazing opportunity for students! 🎬,pos,drama fosters imagination and confidence this competition is an amazing opportunity for students clapper_board
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,So excited to see the creative performances that will come from this competition! 🎭,pos,so excited to see the creative performances that will come from this competition performing_arts
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,An annual event like this is sure to inspire students to pursue their creative passions! 🌱,pos,an annual event like this is sure to inspire students to pursue their creative passions seedling
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,A wonderful initiative to highlight the importance of the arts in education! 👏,pos,a wonderful initiative to highlight the importance of the arts in education clapping_hands
235,"Commemorating the 34th birthday of Her Majesty The Gyaltsuen yesterday, the Ministry of Education and Skills Development reintroduced the National Drama Competition in Thimphu. The competition aims to exhibit the literary and dramatic ability of students in higher secondary schools across the country. Starting this year, the competition is expected to be an annual event.",2024-08-19,Drama competitions are such a fun way to engage students while developing their creative skills. 🎭,pos,drama competitions are such a fun way to engage students while developing their creative skills performing_arts
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,Para-regular contracts sound like a great step towards improving job security for contract employees! 💼,pos,pararegular contracts sound like a great step towards improving job security for contract employees briefcase
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,This recommendation will surely bring more stability to the workforce while maintaining flexibility. 👏,pos,this recommendation will surely bring more stability to the workforce while maintaining flexibility clapping_hands
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,The regularization of contract employees is a positive change that will benefit many in the long run. 🏢,pos,the regularization of contract employees is a positive change that will benefit many in the long run office_building
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,Great to see efforts to improve the employment conditions of contract employees. Looking forward to the final decision! 🔄,pos,great to see efforts to improve the employment conditions of contract employees looking forward to the final decision counterclockwise_arrows_button
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,This move shows the government's commitment to ensuring fair treatment for all employees. 👍,pos,this move shows the governments commitment to ensuring fair treatment for all employees thumbs_up
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,Merging contracts into para-regular ones will enhance security for many workers! 🌱,pos,merging contracts into pararegular ones will enhance security for many workers seedling
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,This approach seems like a perfect balance between job security and contract flexibility. 💡,pos,this approach seems like a perfect balance between job security and contract flexibility light_bulb
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,Such changes are crucial for improving the overall working conditions in Bhutan. 🌍,pos,such changes are crucial for improving the overall working conditions in bhutan globe_showing_europeafrica
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,It’s exciting to see contract employees being considered for regular benefits. 🔑,pos,its exciting to see contract employees being considered for regular benefits key
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,"Job security is important, and this recommendation will positively impact many workers. 🏠",pos,job security is important and this recommendation will positively impact many workers house
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,Merging contracts is a smart move to improve benefits without compromising flexibility. 📑,pos,merging contracts is a smart move to improve benefits without compromising flexibility bookmark_tabs
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,This recommendation could be a game-changer for many contract workers in Bhutan! 🎯,pos,this recommendation could be a gamechanger for many contract workers in bhutan bullseye
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,A step towards fairness and better working conditions for all contract employees. 👏,pos,a step towards fairness and better working conditions for all contract employees clapping_hands
236,"On the regularisation of contract employees, the Royal Civil Service Commission has recommended to the Cabinet that regular and consolidated contracts be merged into para-regular contracts. During the Meet the Press session today, the Prime Minister said that the Cabinet received the RCSC’s recommendation yesterday and has yet to review it for a final decision. Para-regular employees are not permanent but enjoy regular employees’ benefits and job security. They have a fixed-term contract.",2024-08-20,It’s great to see progress on workers’ rights and job security. 🌟,pos,its great to see progress on workers rights and job security glowing_star
